-5.5047,-3.0093,0,1,0,0
-3.8974,-3.7818,0,1,0,0
-3.511,-1.8124,0,1,0,0
-1.6416,-1.4805,0,1,0,0
-2.2196,-0.93284,0,1,0,0
-0.96509,-1.7059,0,1,0,0
-1.7447,0.72139,0,1,0,1
1.4817,-3.2698,1,1,0,0
-3.8077,-3.7922,0,1,0,0
-2.7871,-1.8615,0,1,0,0
-1.6846,-1.6406,0,1,0,0
-1.6343,-3.6512,0,1,0,0
-0.55921,-1.2921,1,1,0,0
-1.4341,0.32581,0,1,0,0
-2.8963,-1.7035,0,1,0,0
-1.0907,-3.8481,0,1,0,0
-3.0294,-2.7846,0,1,0,0
-0.69027,-0.88495,0,1,0,0
-4.6083,0.75982,0,1,0,0
-4.8998,-0.065632,0,1,0,0
-0.95607,0.027345,0,1,0,0
-0.46075,2.7259,0,1,0,1
-1.4083,-3.5734,0,1,0,0
-1.8345,-2.0899,0,1,0,0
-0.34337,-2.598,1,1,0,0
0.66493,-3.6484,1,1,0,0
-2.788,-1.997,0,1,0,0
-0.48831,-2.3029,1,1,0,0
-1.1934,-0.79726,0,1,0,0
-1.1911,-1.3206,0,1,0,0
-0.93816,-2.517,0,1,0,0
-0.6118,-0.47598,0,1,0,0
-3.1474,0.68875,0,1,0,0
-3.6868,-1.396,0,1,0,0
-3.1924,-3.5129,0,1,0,0
-0.034212,1.7256,0,1,0,1
-0.60175,-2.2233,1,1,0,0
-0.67458,-1.6766,1,1,0,0
-1.0044,-0.41828,0,1,0,0
1.958,2.2154,1,1,1,1
-2.4048,-2.8188,0,1,0,0
-3.0487,-2.2215,0,1,0,0
-1.416,-0.90749,0,1,0,0
-1.188,-1.5221,0,1,0,0
-4.8119,-3.2454,0,1,0,0
1.309,-0.28853,1,1,0,0
-1.177,-2.1534,0,1,0,0
1.0142,-2.9344,1,1,0,0
-2.2504,-0.32582,0,1,0,0
-4.4103,-3.0452,0,1,0,0
1.8679,4.2527,0,0,1,1
-2.0719,-1.432,0,1,0,0
-3.8057,-3.1503,0,1,0,0
-2.4889,-2.7716,0,1,0,0
-3.7038,-2.4069,0,1,0,0
-4.1682,-2.7204,0,1,0,0
-2.5447,-1.8614,0,1,0,0
-6.8033,-2.3043,0,1,0,0
0.52978,1.4852,1,1,0,1
-2.8829,-0.7967,0,1,0,0
-4.4875,-0.37945,0,1,0,0
-0.7687,-0.89387,0,1,0,0
-1.1774,-1.757,0,1,0,0
-4.2106,1.2028,0,1,0,1
-1.5703,-2.1292,0,1,0,0
0.4946,-1.9314,1,1,0,0
-4.2733,-0.28984,0,1,0,0
0.41614,0.6594,1,1,0,1
-3.9627,-1.4702,0,1,0,0
-1.8217,-3.2874,0,1,0,0
-4.0057,-0.7926,0,1,0,0
-3.4526,-2.0844,0,1,0,0
-2.1789,-0.47954,0,1,0,0
-3.2367,-4.3828,0,1,0,0
-4.3348,-2.5888,0,1,0,0
-3.1981,-0.9857,0,1,0,0
-1.7833,-2.8336,0,1,0,0
2.157,-1.3462,1,1,0,0
-5.3593,-1.8953,0,1,0,0
-3.742,-2.2679,0,1,0,0
1.1538,-2.4795,1,1,0,0
-0.88315,-1.1814,0,1,0,0
-2.1404,-2.5054,0,1,0,0
-1.0933,-0.79319,0,1,0,0
-2.8191,-2.0111,0,1,0,0
-1.4756,2.3621,0,1,0,1
-4.3333,-2.2919,0,1,0,0
-4.0965,-0.01518,0,1,0,0
-0.92025,1.3074,0,1,0,1
-2.4668,-0.50795,0,1,0,0
-2.695,-0.98293,0,1,0,0
0.44324,0.34001,1,1,0,0
-1.6451,1.0582,0,1,0,1
1.0352,-1.6281,1,1,0,0
-1.8655,-0.72465,0,1,0,0
-1.7925,-3.1092,0,1,0,0
-3.9243,-4.11,0,1,0,0
-1.2071,0.7832,0,1,0,1
