0.65292,0.97565,1,1,0,1
5.8658,-3.366,1,0,0,0
7.679,-2.0486,1,0,0,0
-2.192,4.709,0,1,0,1
5.0287,7.6631,0,0,1,1
0.43341,8.9531,0,0,1,1
-0.89411,-2.2891,0,1,0,0
9.4123,-1.5688,1,0,0,0
5.9716,5.6427,1,0,1,0
-2.9594,-4.7312,0,1,0,0
4.3229,-2.1814,1,1,0,0
-1.8655,4.6286,0,1,0,1
5.6866,5.708,0,0,1,0
-1.5294,-3.8389,0,1,0,0
3.2413,5.2071,0,0,1,1
-2.4535,7.2822,0,0,0,1
8.2736,6.7933,0,0,1,0
5.3906,6.6849,0,0,1,1
7.61,0.74722,1,0,1,0
7.2615,-0.23791,1,0,1,0
0.10872,4.688,0,1,1,1
5.8825,-6.3848,1,0,0,0
5.3698,4.4085,1,0,1,0
5.3713,3.2568,1,0,1,0
5.8862,2.7981,1,0,1,0
7.3365,1.8725,1,0,1,0
2.3978,7.1263,0,0,1,1
5.8519,9.1497,0,0,1,0
6.1254,6.2207,0,0,1,0
-2.4906,-0.65158,0,1,0,0
-4.6922,7.5941,0,0,0,1
8.1585,1.9672,1,0,1,0
-0.82186,2.9487,0,1,0,1
6.8281,-1.0179,1,0,0,0
3.5442,6.1874,0,0,1,1
-2.4711,7.0839,0,0,0,1
8.3085,2.2206,1,0,1,0
8.1544,-3.6404,1,0,0,0
3.8013,11.179,0,0,1,1
6.5351,0.6523,1,0,1,0
-0.57324,6.7006,0,0,0,1
6.6443,3.7582,1,0,1,0
0.48363,4.113,0,1,1,1
3.5158,-0.30396,1,1,0,0
-2.3555,0.33744,0,1,0,0
-0.68692,2.9983,0,1,0,1
-1.6385,6.2211,0,0,0,1
-3.8242,0.56638,0,1,0,0
1.2608,-0.29359,1,1,0,0
6.188,7.5233,0,0,1,0
-3.9586,-0.56143,0,1,0,0
7.8894,-5.0474,1,0,0,0
-0.14269,3.4768,0,1,0,1
5.1458,7.1912,0,0,1,1
1.0713,9.1457,0,0,1,1
5.1764,-3.7563,1,0,0,0
2.5525,12.321,0,0,0,1
-0.46825,6.8239,0,0,0,1
5.3695,6.159,0,0,1,1
7.3489,0.8998,1,0,1,0
6.3929,-5.0822,1,0,0,0
-0.87464,-1.5479,0,1,0,0
9.9509,7.2626,0,0,1,0
3.5872,4.8369,1,0,1,1
-2.8868,-4.3183,0,1,0,0
6.5984,-3.956,1,0,0,0
3.3062,-2.1934,1,1,0,0
4.6298,5.8987,0,0,1,1
-1.7618,-3.3101,0,1,0,0
9.9988,5.7206,0,0,1,0
6.7466,5.8873,0,0,1,0
0.31999,10.123,0,0,0,1
8.7056,-1.6338,1,0,0,0
-2.471,-0.50004,0,1,0,0
4.0349,5.1282,1,0,1,1
7.0211,-4.6687,1,0,0,0
7.066,0.18829,1,0,1,0
0.76743,5.0824,0,0,1,1
3.6352,2.9793,1,0,1,1
8.1279,0.25004,1,0,1,0
-3.5574,-2.7251,0,1,0,0
-1.6529,9.43,0,0,0,1
-3.2546,-1.2559,0,1,0,0
3.174,9.8491,0,0,1,1
5.7649,-3.6298,1,0,0,0
-4.2128,4.4749,0,1,0,1
10.539,-0.62885,1,0,0,0
6.0433,-6.0267,1,0,0,0
-3.2141,3.3294,0,1,0,1
-0.11664,8.1036,0,0,1,1
4.7717,-4.4225,1,0,0,0
7.4572,5.1011,1,0,1,0
7.462,6.0667,0,0,1,0
0.12628,7.918,0,0,1,1
6.1866,4.6225,1,0,1,0
5.3529,4.0402,1,0,1,0
0.30323,5.8703,0,0,1,1
7.5392,-1.0046,1,0,0,0
5.1887,-5.5411,1,0,0,0
6.5339,8.024,0,0,1,0
5.6765,-0.10343,1,0,1,0
-1.4482,-1.0674,0,1,0,0
0.015373,5.049,0,0,1,1
-5.2001,6.7961,0,0,0,1
-2.2721,7.979,0,0,0,1
-0.19843,-1.4329,1,1,0,0
6.5071,5.3883,1,0,1,0
6.6749,-1.3988,1,0,0,0
1.3636,0.50162,1,1,0,0
-3.771,-3.0211,0,1,0,0
5.7933,2.0173,1,0,1,0
6.079,8.6866,0,0,1,0
4.236,5.166,1,0,1,1
-0.91377,5.8868,0,0,0,1
-6.8264,-3.9398,0,1,0,0
6.2861,-0.45383,1,0,1,0
6.0371,10.097,0,0,1,0
6.3757,4.1332,1,0,1,0
0.40523,-0.79623,1,1,0,0
2.2235,4.5862,0,0,1,1
7.4029,-2.3215,1,0,0,0
9.145,7.0139,0,0,1,0
-1.0395,1.2909,0,1,0,1
5.629,8.9595,0,0,1,0
9.127,-4.3745,1,0,0,0
-0.8097,4.3116,0,1,0,1
4.9233,7.647,0,0,1,1
9.8478,5.1135,1,0,1,0
2.6219,-2.2298,1,1,0,0
7.8637,-1.5129,1,0,0,0
2.618,8.714,0,0,1,1
4.7362,0.116,1,0,1,0
3.1638,10.336,0,0,1,1
6.6686,-4.0015,1,0,0,0
4.5565,5.0403,1,0,1,1
4.7191,-5.0383,1,0,0,0
6.7564,-3.514,1,0,0,0
5.6448,0.23044,1,0,1,0
6.9918,0.044236,1,0,1,0
6.5283,-7.1419,1,0,0,0
-4.9449,6.8046,0,0,0,1
-3.0541,-1.6779,0,1,0,0
-0.8805,9.2617,0,0,0,1
4.3031,6.994,0,0,1,1
-2.4682,-1.0909,0,1,0,0
6.7802,-6.9151,1,0,0,0
5.6498,6.5074,0,0,1,0
-1.0013,6.8741,0,0,0,1
4.8987,-0.17513,1,0,1,0
-0.75798,-0.99208,0,1,0,0
8.8186,5.0443,1,0,1,0
6.8435,7.5211,0,0,1,0
9.2038,-5.9024,1,0,0,0
6.1534,4.8476,1,0,1,0
0.90119,0.17534,1,1,0,0
6.2681,1.1186,1,0,1,0
3.3298,4.8836,0,0,1,1
7.2722,4.9543,1,0,1,0
0.13024,0.11977,1,1,0,0
-1.7206,4.5877,0,1,0,1
4.6508,8.1934,0,0,1,1
6.7899,-0.84402,1,0,0,0
3.1759,6.6459,0,0,1,1
3.8249,6.8666,0,0,1,1
-1.303,-3.505,0,1,0,0
2.7491,-1.1812,1,1,0,0
2.6606,4.9552,0,0,1,1
6.2441,-5.2408,1,0,0,0
5.5376,1.7595,1,0,1,0
5.8121,-1.0296,1,0,0,0
1.4485,-0.078635,1,1,0,0
6.0709,-0.97023,1,0,0,0
-1.4056,6.7705,0,0,0,1
-0.99593,5.6648,0,0,0,1
-2.657,-1.9897,0,1,0,0
-1.914,9.1646,0,0,0,1
-6.9217,-4.6848,0,1,0,0
8.9964,7.1622,0,0,1,0
-2.6727,1.9378,0,1,0,1
1.2324,6.7404,0,0,1,1
0.41896,8.3879,0,0,1,1
